date,close,,,,,,,,,,
2022/1/30,633.8,,,,,,,,,,
2022/2/6,628.85,,,,,,,,,,
2022/2/13,642.69,,,,,,,,,,
2022/2/20,629.84,,,,,,,,,,
2022/2/27,597.21,,,,,,,,,,
2022/3/6,588.31,,,,,,,,,,
2022/3/13,568.54,,,,,,,,,,
2022/3/20,577.58,,,,,,,,,,
2022/3/27,594.48,,,,,,,,,,
2022/4/3,585.53,,,,,,,,,,
2022/4/10,563.66,,,,,,,,,,
2022/4/17,558.69,,,,,,,,,,
2022/4/24,554.71,,,,,,,,,,
2022/5/1,534.83,,,,,,,,,,
2022/5/8,524.89,,,,,,,,,,
2022/5/15,507.99,,,,,,,,,,
2022/5/22,526.88,,,,,,,,,,
2022/5/29,526.88,,,,,,,,,,
2022/6/5,536.82,,,,,,,,,,
2022/6/12,526.88,,,,,,,,,,
2022/6/19,501,,,,,,,,,,
2022/6/26,486.5,,,,,,,,,,
2022/7/3,453.5,,,,,,,,,,
2022/7/10,467,,,,,,,,,,
2022/7/17,492.5,,,,,,,,,,
2022/7/24,503,,,,,,,,,,
2022/7/31,509,,,,,,,,,,
2022/8/7,516,,,,,,,,,,
2022/8/14,517,,,,,,,,,,
2022/8/21,519,,,,,,,,,,
